siteID,taxonID,weight
HARV,MYGA,27.5
HARV,MYGA,25
HARV,MYGA,16
HARV,MYGA,22
HARV,MYGA,16
HARV,MYGA,29
HARV,MYGA,29
HARV,MYGA,27
HARV,MYGA,20.5
HARV,MYGA,23
HARV,MYGA,19
HARV,MYGA,23
HARV,MYGA,18
HARV,MYGA,15
HARV,MYGA,24
HARV,MYGA,33
HARV,MYGA,NA
HARV,MYGA,NA
HARV,NAIN,17
HARV,PELE,22
HARV,PELE,23
HARV,PELE,15
HARV,PELE,16
HARV,PELE,15
HARV,PELE,19
HARV,PELE,NA
HARV,PELE,22
HARV,PELE,30
HARV,PELE,21
HARV,PELE,26
HARV,PELE,20
HARV,PELE,23
HARV,PELE,26
HARV,PELE,25
HARV,PELE,28
HARV,PELE,30
HARV,PELE,13
HARV,PELE,13
HARV,PELE,17.5
HARV,PELE,13
HARV,PELE,15
HARV,PELE,27
HARV,PELE,24
HARV,PELE,14
HARV,PELE,28.5
HARV,PELE,28
HARV,PELE,21
HARV,PELE,29
HARV,PELE,26
HARV,PELE,26
HARV,PELE,27
HARV,PELE,13
HARV,PELE,30
HARV,PELE,20
HARV,PELE,16
HARV,PELE,29
HARV,PELE,13
HARV,PEMA,20
HARV,PEMA,24
HARV,PEMA,16
HARV,PEMA,19.5
HARV,PEMA,17
HARV,PEMA,18
HARV,PEMA,20
HARV,PEMA,27
HARV,PEMA,15
HARV,PEMA,24
HARV,PEMA,22
HARV,PEMA,28
HARV,PEMA,24
HARV,PEMA,20
HARV,PEMA,22
HARV,PEMA,22
HARV,PEMA,23
HARV,PEMA,17
HARV,PEMA,26.5
HARV,PEMA,22
HARV,PEMA,26
HARV,PEMA,23
HARV,PEMA,19
HARV,PEMA,19
HARV,PEMA,25
HARV,PEMA,23
HARV,PEMA,22.5
HARV,PEMA,28.5
HARV,PEMA,25.5
HARV,PEMA,23.5
HARV,PEMA,32
HARV,PEMA,24
HARV,PEMA,27
HARV,PEMA,25
HARV,PEMA,25
HARV,PEMA,30
HARV,PEMA,13
HARV,PEMA,25
HARV,PEMA,26
HARV,PEMA,29
HARV,PEMA,27
HARV,PESP,29
HARV,MYGA,21
HARV,MYGA,19
HARV,MYGA,26
HARV,MYGA,15
HARV,MYGA,17
HARV,MYGA,23
HARV,MYGA,26
HARV,MYGA,24
HARV,MYGA,20
HARV,MYGA,21
HARV,MYGA,22
HARV,MYGA,18.5
HARV,MYGA,29
HARV,MYGA,26
HARV,PELE,19
HARV,PELE,22
HARV,PELE,26
HARV,PELE,26
HARV,PELE,26
HARV,PELE,23
HARV,PELE,16
HARV,PELE,37
HARV,PELE,20
HARV,PELE,25.5
HARV,PELE,26
HARV,PELE,26
HARV,PELE,16
HARV,PELE,22.5
HARV,PELE,21
HARV,PELE,25.5
HARV,PELE,33.5
HARV,PELE,29
HARV,PELE,20
HARV,PELE,17
HARV,PELE,16
HARV,PELE,25
HARV,PELE,29
HARV,PELE,23.5
HARV,PELE,16
HARV,PELE,16
HARV,PEMA,25
HARV,PEMA,31
HARV,PEMA,20
HARV,PEMA,29.5
HARV,PEMA,24
HARV,PEMA,22
HARV,PEMA,20
HARV,PEMA,23.5
HARV,PEMA,19
HARV,PEMA,20
HARV,PEMA,19
HARV,PEMA,17
HARV,PEMA,23
HARV,PEMA,18
HARV,PEMA,30
HARV,PEMA,20
HARV,PEMA,35
HARV,PEMA,17
HARV,PEMA,22
HARV,PEMA,15
HARV,PEMA,16.5
HARV,PEMA,18.5
HARV,PEMA,27
HARV,PEMA,20
HARV,PEMA,17
HARV,PEMA,24.5
HARV,PEMA,25
HARV,PEMA,27
HARV,PEMA,26
HARV,PEMA,26
HARV,PEMA,24
HARV,PEMA,24
HARV,PEMA,16
HARV,PEMA,17
HARV,PEMA,23
HARV,PEMA,26
HARV,PELE,30
HARV,PELE,21
HARV,PELE,30
HARV,PELE,25
HARV,PELE,17
HARV,PELE,24.5
HARV,PELE,21
HARV,PELE,23
HARV,PELE,26.5
HARV,PELE,24.5
HARV,PELE,21
HARV,PELE,22
HARV,PELE,23
HARV,PELE,33
HARV,PELE,25
HARV,PELE,29
HARV,PELE,28
HARV,PELE,35
HARV,PEMA,21
HARV,PEMA,28
HARV,PEMA,29.5
HARV,PEMA,27
HARV,PEMA,28
HARV,PEMA,21
HARV,PEMA,17
HARV,PEMA,18
HARV,PEMA,23
HARV,PEMA,24.5
HARV,PEMA,30
HARV,PEMA,20
HARV,PEMA,26
HARV,PEMA,19
HARV,PEMA,19
HARV,PEMA,28
HARV,PEMA,24
HARV,PEMA,32
HARV,PEMA,20
HARV,PESP,26
HARV,MYGA,27
HARV,MYGA,20
HARV,MYGA,18
HARV,MYGA,22
HARV,MYGA,16.5
HARV,MYGA,18
HARV,MYGA,23
HARV,MYGA,23
HARV,MYGA,22
HARV,MYGA,26
HARV,MYGA,31
HARV,MYGA,28
HARV,MYGA,26
HARV,MYGA,17
HARV,MYGA,30
HARV,MYGA,24
HARV,MYGA,22
HARV,MYGA,24
HARV,MYGA,21.5
HARV,MYGA,22
HARV,MYGA,25
HARV,MYGA,23
HARV,MYGA,18
HARV,MYGA,24
HARV,MYGA,19
HARV,MYGA,NA
HARV,MYGA,26
HARV,MYGA,21
HARV,NAIN,19
HARV,NAIN,23.5
HARV,NAIN,20
HARV,PELE,NA
HARV,PELE,19
HARV,PELE,23
HARV,PELE,20
HARV,PELE,19
HARV,PELE,20.5
HARV,PELE,27
HARV,PELE,17
HARV,PELE,20
HARV,PELE,24
HARV,PELE,20
HARV,PELE,20
HARV,PELE,22
HARV,PELE,20
HARV,PELE,24.5
HARV,PELE,22
HARV,PELE,16
HARV,PELE,29
HARV,PELE,21
HARV,PELE,22
HARV,PELE,20
HARV,PELE,25.5
HARV,PELE,25
HARV,PELE,17
HARV,PELE,21
HARV,PELE,22
HARV,PELE,22
HARV,PELE,21
HARV,PELE,20
HARV,PELE,22
HARV,PELE,21
HARV,PELE,27
HARV,PELE,22
HARV,PELE,14
HARV,PELE,19
HARV,PELE,18
HARV,PEMA,27
HARV,PEMA,30
HARV,PEMA,23
HARV,PEMA,23
HARV,PEMA,25
HARV,PEMA,17
HARV,PEMA,29.5
HARV,PEMA,23
HARV,PEMA,20
HARV,PEMA,15
HARV,PEMA,24
HARV,PEMA,26.5
HARV,PEMA,19
HARV,PEMA,16
HARV,PEMA,17
HARV,PEMA,27
HARV,PEMA,24.5
HARV,PEMA,18
HARV,PEMA,21
HARV,PEMA,20
HARV,PEMA,18
HARV,PEMA,22
HARV,PEMA,21
HARV,PEMA,30
HARV,PEMA,20
HARV,PEMA,23
HARV,PEMA,21
HARV,PEMA,20.5
HARV,PEMA,19.5
HARV,PEMA,18
HARV,PEMA,17
HARV,PEMA,21
HARV,PEMA,24
HARV,PEMA,16
HARV,PEMA,17
HARV,MYGA,21
HARV,MYGA,22.5
HARV,MYGA,22
HARV,MYGA,27
HARV,NAIN,24
HARV,NAIN,25
HARV,NAIN,31
HARV,NAIN,25.5
HARV,NAIN,21.5
HARV,NAIN,25
HARV,NAIN,29
HARV,NAIN,25
HARV,NAIN,21
HARV,NAIN,NA
HARV,NAIN,25.5
HARV,NAIN,20
HARV,NAIN,16
HARV,NAIN,19
HARV,NAIN,19
HARV,NAIN,35
HARV,NAIN,30
HARV,NAIN,25.5
HARV,NAIN,22
HARV,NAIN,25
HARV,NAIN,23
HARV,NAIN,28
HARV,NAIN,27
HARV,NAIN,24
HARV,NAIN,24
HARV,NAIN,21
HARV,NAIN,20
HARV,PELE,26
HARV,PELE,19
HARV,PELE,18
HARV,PELE,13
HARV,PELE,20
HARV,PELE,18
HARV,PELE,19
HARV,PELE,18
HARV,PELE,21.5
HARV,PELE,21
HARV,PELE,18
HARV,PELE,18
HARV,PELE,21
HARV,PELE,24
HARV,PELE,24
HARV,PELE,19
HARV,PELE,20
HARV,PELE,13
HARV,PELE,12
HARV,PELE,17
HARV,PELE,29
HARV,PELE,18
HARV,PELE,18
HARV,PELE,17.5
HARV,PELE,21.5
HARV,PELE,26.5
HARV,PELE,21
HARV,PELE,14
HARV,PELE,20.5
HARV,PELE,20
HARV,PELE,21
HARV,PELE,19
HARV,PELE,14
HARV,PELE,27
HARV,PELE,17.5
HARV,PELE,17
HARV,PEMA,28
HARV,PEMA,21
HARV,PEMA,17.5
HARV,PEMA,19
HARV,PEMA,20
HARV,PEMA,20
HARV,PEMA,21
HARV,PEMA,20
HARV,PEMA,22.5
HARV,PEMA,18
HARV,PEMA,18
HARV,PEMA,26
HARV,PEMA,21
HARV,PEMA,26
HARV,PEMA,24
HARV,PEMA,26
HARV,PEMA,13
HARV,PEMA,16
HARV,PEMA,19
HARV,PEMA,32
HARV,PEMA,27
HARV,PEMA,18.5
HARV,PEMA,19
HARV,PEMA,25
HARV,PEMA,17.5
HARV,PEMA,22
HARV,PEMA,26
HARV,PEMA,18
HARV,PEMA,24
HARV,PEMA,19
HARV,PEMA,20
HARV,PEMA,18.5
HARV,PEMA,17
HARV,PEMA,30
HARV,PEMA,15
HARV,MYGA,25
HARV,MYGA,26
HARV,MYGA,26
HARV,MYGA,18
HARV,MYGA,28
HARV,MYGA,21
HARV,MYGA,23
HARV,MYGA,31
HARV,MYGA,25
HARV,MYGA,NA
HARV,PELE,22
HARV,PELE,27
HARV,PELE,20
HARV,PELE,29.5
HARV,PELE,21
HARV,PELE,14
HARV,PELE,17
HARV,PEMA,26
HARV,PEMA,22
HARV,PEMA,28
HARV,PEMA,29
HARV,PEMA,27
HARV,PEMA,NA
HARV,PEMA,20
HARV,PEMA,13
HEAL,MYRU,21
HEAL,MYRU,23
HEAL,MYRU,14
HEAL,MYRU,21
HEAL,MYRU,19
HEAL,MYRU,25
HEAL,MYRU,19
HEAL,MYRU,21
HEAL,MYRU,20
HEAL,MYRU,19
HEAL,MYRU,17
HEAL,MYRU,19
HEAL,MYRU,36
HEAL,MYRU,20
HEAL,MYRU,16
HEAL,MYRU,26.5
HEAL,MYRU,21
HEAL,MYRU,22
HEAL,MYRU,20
JERC,NEFL,79
JERC,NEFL,270
JERC,NEFL,121
JERC,NEFL,81
JERC,PEGO,20
JERC,PEGO,21
JERC,PEGO,24
JERC,PEGO,23
JERC,PEGO,22.5
JERC,PEGO,28
JERC,PEGO,24
JERC,PEGO,23
JERC,PEGO,23
JERC,PEGO,25.5
JERC,PEGO,27
JERC,PEGO,25
JERC,PEGO,17
JERC,PEGO,25
JERC,PEGO,23
JERC,PEGO,27
JERC,MUMU,18
JERC,PEGO,26
JERC,PEGO,29.5
JERC,PEGO,36
JERC,PEGO,32
JERC,PEGO,33.5
JERC,PEGO,24.5
JERC,PEGO,31
JERC,PEGO,19
JERC,PEGO,29
JERC,PEGO,29
JERC,PEGO,27
JERC,PEGO,24
JERC,PEGO,23
JERC,PEGO,26
JERC,PEGO,27
JERC,PEGO,25
JERC,PEGO,31
JERC,PEGO,28
JERC,PEGO,30
JERC,PEGO,28
JERC,PEGO,25.5
JERC,PEGO,27
JERC,PEGO,21
JERC,PEGO,31
JERC,PEGO,27
JERC,PEGO,24
JERC,PEGO,36
JERC,PEGO,23.5
JERC,PEGO,25
JERC,PEGO,29
JERC,PEGO,27
JERC,PEGO,33.5
JERC,PEGO,36
JERC,PEPO,15
JERC,PEPO,14
JERC,PEPO,12
JERC,PEPO,12
JERC,PEPO,13
JERC,PEPO,13.5
JERC,REHU,6
JERC,SIHI,90.5
JERC,SIHI,120
JERC,SIHI,70
JERC,SIHI,61.5
JERC,SIHI,174
JERC,SIHI,164
JERC,SIHI,124
JERC,SIHI,110
JERC,SIHI,131
JERC,SIHI,195
JERC,SIHI,119
JERC,SIHI,88.5
JERC,SIHI,31
JERC,SIHI,140
JERC,SIHI,34
JERC,SIHI,71
JERC,SIHI,55
JERC,SIHI,120
JERC,SIHI,150
JERC,SIHI,NA
JERC,SIHI,65
JERC,SIHI,NA
JERC,SIHI,124
JERC,SIHI,101
JERC,SIHI,89
JERC,SIHI,170
JERC,SIHI,126
JERC,SIHI,114
JERC,SIHI,78
JERC,SIHI,55
JERC,SIHI,115
JERC,SIHI,145
JERC,SIHI,61
JERC,SIHI,81
JERC,MUMU,20
JERC,MUMU,12
JERC,MUMU,15
JERC,MUMU,28
JERC,MUMU,19
JERC,MUMU,20
JERC,MUMU,10.5
JERC,MUMU,10
JERC,MUMU,15
JERC,MUMU,15
JERC,MUMU,13
JERC,MUMU,18
JERC,MUMU,7
JERC,MUMU,10
JERC,MUMU,17
JERC,MUMU,16
JERC,MUMU,21
JERC,PEGO,29.5
JERC,PEGO,23
JERC,PEGO,35
JERC,PEGO,25
JERC,PEGO,23
JERC,PEGO,27
JERC,PEGO,33
JERC,PEGO,24
JERC,PEGO,34
JERC,PEGO,25
JERC,PEGO,25
JERC,PEGO,19.5
JERC,PEGO,26
JERC,PEGO,28
JERC,PEGO,26.5
JERC,PEGO,21
JERC,PEPO,14.5
JERC,PEPO,13
JERC,PEPO,14
JERC,PEPO,13
JERC,PEPO,12
JERC,PEPO,19
JERC,PEPO,12
JERC,PEPO,13
JERC,PEPO,13
JERC,PEPO,12
JERC,PEPO,14
JERC,PEPO,12
JERC,PEPO,14
JERC,PEPO,12.5
JERC,PEPO,12.5
JERC,PEPO,13
JERC,PEPO,15
JERC,PEPO,13
JERC,PEPO,15
JERC,PEPO,17
JERC,PEPO,12
JERC,PEPO,12
JERC,PEPO,12
JERC,PEPO,16
JERC,PEPO,13
JERC,PEPO,NA
JERC,PEPO,14.5
JERC,PEPO,13
JERC,PEPO,14
JERC,PEPO,13
JERC,SIHI,NA
JERC,SIHI,134
JERC,SIHI,124
JERC,SIHI,54
JERC,SIHI,109
JERC,SIHI,38
JERC,SIHI,110
JERC,SIHI,47
JERC,SIHI,157.5
JERC,SIHI,35
JERC,SIHI,57
JERC,SIHI,68
JERC,SIHI,99
JERC,SIHI,129
JERC,MUMU,18
JERC,PEGO,26
JERC,PEGO,29
JERC,PEGO,33
JERC,PEGO,24.5
JERC,PEGO,34
JERC,PEGO,27
JERC,PEGO,23
JERC,PEGO,24
JERC,PEGO,25
JERC,PEGO,30
JERC,PEGO,25
JERC,PEGO,30
JERC,PEGO,30
JERC,PEGO,31.5
JERC,PEGO,25
JERC,PEGO,24
JERC,PEGO,22
JERC,PEGO,25
JERC,PEGO,22
JERC,PEGO,20
JERC,PEGO,26.5
JERC,PEGO,20
JERC,PEGO,21
JERC,PEGO,16
JERC,PEGO,24
JERC,PEGO,19
JERC,PEGO,26
JERC,PEGO,33
JERC,PEGO,27
JERC,PEGO,21.5
JERC,PEGO,20.5
JERC,PEGO,24
JERC,PEGO,27.5
JERC,PEGO,23
JERC,PEGO,29
JERC,PEGO,26
JERC,PEGO,22.5
JERC,PEGO,21.5
JERC,PEGO,21
JERC,PEGO,26
JERC,PEGO,25
JERC,PEGO,31
JERC,PEGO,25
JERC,PEGO,23
JERC,PEGO,32
JERC,PEGO,28
JERC,PEGO,21
JERC,PEGO,24
JERC,PEPO,15
JERC,SIHI,124
JERC,SIHI,84
JERC,SIHI,124
JERC,SIHI,44
JERC,SIHI,140.5
JERC,SIHI,113
JERC,SIHI,131
JERC,SIHI,76
JERC,SIHI,76
JERC,SIHI,NA
JERC,SIHI,60
JERC,SIHI,116
JERC,SIHI,80.5
JERC,SIHI,100
JERC,SIHI,81
JERC,SIHI,101
JERC,SIHI,100
JERC,SIHI,120
JERC,SIHI,134
JERC,SIHI,56
JERC,SIHI,104
JERC,SIHI,64
JERC,SIHI,101
JERC,SIHI,83
JERC,SIHI,125.5
JERC,SIHI,109
JERC,SIHI,94
JERC,SIHI,52.5
JERC,SIHI,146
JERC,NEFL,218
JERC,PEGO,29
JERC,PEGO,22
JERC,PEGO,23
JERC,PEGO,31
JERC,PEGO,24
JERC,PEGO,17
JERC,PEGO,22.5
JERC,PEGO,22
JERC,PEGO,34
JERC,PEGO,23
JORN,CHPE,16
JORN,CHPE,14
JORN,CHPE,16
JORN,CHPE,16
JORN,CHPE,14
JORN,CHPE,15
JORN,CHPE,15
JORN,CHPE,16.5
JORN,CHPE,14
JORN,CHPE,15
JORN,CHPE,18
JORN,CHPE,15
JORN,CHPE,14
JORN,CHPE,20
JORN,CHPE,13.5
JORN,CHPE,12
JORN,CHPE,15
JORN,CHPE,14
JORN,CHPE,17
JORN,CHPE,21.5
JORN,CHPE,14.5
JORN,CHPE,16
JORN,CHPE,15
JORN,CHPE,14
JORN,CHPE,20
JORN,CHPE,17
JORN,CHPE,16
JORN,CHPE,15
JORN,CHPE,15
JORN,CHPE,16
JORN,CHPE,NA
JORN,CHPE,15
JORN,CHPE,15
JORN,CHPE,14
JORN,CHPE,16.5
JORN,CHPE,15.5
JORN,CHPE,11.5
JORN,CHPE,13
JORN,CHPE,14
JORN,CHPE,16
JORN,CHPE,14.5
JORN,CHPE,10
JORN,CHPE,15
JORN,CHPE,15
JORN,CHPE,14
JORN,CHPE,14
JORN,CHPE,17
JORN,DIME,47
JORN,DIME,55
JORN,DIME,44
JORN,DIME,36.5
JORN,DIME,35
JORN,DIME,47
JORN,DIME,42
JORN,DIME,42
JORN,DIME,43
JORN,DIME,46
JORN,DIME,44.5
JORN,DIME,29
JORN,DIME,40
JORN,DIOR,43
JORN,DIOR,53
JORN,DIOR,48
JORN,DIOR,36
JORN,DIOR,51
JORN,DIOR,35
JORN,DIOR,53
JORN,DIOR,47
JORN,DIOR,53
JORN,DIOR,53
JORN,DIOR,54
JORN,DIOR,51
JORN,DIOR,50
JORN,DIOR,32
JORN,DIOR,54
JORN,DIOR,48
JORN,DIOR,48
JORN,DIOR,50
JORN,DIOR,45
JORN,DIOR,54.5
JORN,DIOR,46
JORN,DIOR,51
JORN,DISP,122.5
JORN,DISP,133.5
JORN,DISP,75
JORN,ONAR,33
JORN,ONAR,30
JORN,ONLE,27.5
JORN,ONLE,31
JORN,PEFL,6
JORN,PEFL,6.5
JORN,PEFL,NA
JORN,PEFL,7
JORN,PEFL,7
JORN,PEFL,7
JORN,PEFL,6
JORN,PEFL,7.5
JORN,PEFL,6
JORN,PEFL,6
JORN,PEFL,6
JORN,CHPE,15
JORN,CHPE,17
JORN,CHPE,14
JORN,CHPE,15
JORN,CHPE,15.5
JORN,CHPE,16
JORN,CHPE,16
JORN,CHPE,18
JORN,CHPE,15
JORN,CHPE,16
JORN,CHPE,17
JORN,CHPE,17
JORN,CHPE,16
JORN,CHPE,15
JORN,CHPE,13
JORN,CHPE,17
JORN,CHPE,16
JORN,CHPE,19
JORN,CHPE,15
JORN,CHPE,18
JORN,CHPE,17
JORN,CHPE,15
JORN,CHPE,17
JORN,CHPE,16
JORN,CHPE,13
JORN,CHPE,18
JORN,DIME,45
JORN,DIME,44
JORN,DIME,41.5
JORN,DIME,44.5
JORN,DIME,47
JORN,DIME,42
JORN,DIME,55.5
JORN,DIME,44
JORN,DIME,44
JORN,DIME,39
JORN,DIME,38
JORN,DIME,44
JORN,DIME,42
JORN,DIME,33
JORN,DIME,47
JORN,DIOR,46.5
JORN,DIOR,51
JORN,DIOR,51
JORN,DIOR,53.5
JORN,DIOR,54
JORN,DIOR,50.5
JORN,DIOR,52
JORN,DIOR,53
JORN,DIOR,58
JORN,DISP,83
JORN,DISP,105
JORN,DISP,50
JORN,DISP,145
JORN,DISP,140
JORN,NEAL,85
JORN,NEAL,275
JORN,NEAL,NA
JORN,ONAR,33
JORN,ONAR,29
JORN,ONAR,37
JORN,ONLE,34
JORN,ONLE,37
JORN,PEFL,13
JORN,PEFL,9
JORN,PEFL,6
JORN,PEFL,8
JORN,PEFL,7
JORN,PEFL,15
JORN,PEFL,15
JORN,PELE,39
JORN,PELE,23
JORN,PGSP,14
JORN,SIHI,170
JORN,SIHI,160
JORN,SIHI,117.5
JORN,SIHI,130
JORN,SIHI,149
JORN,CHPE,14
JORN,CHPE,17
JORN,CHPE,12
JORN,CHPE,16
JORN,CHPE,16.5
JORN,CHPE,15.5
JORN,CHPE,17
JORN,CHPE,7
JORN,CHPE,16
JORN,CHPE,14
JORN,CHPE,14.5
JORN,CHPE,15
JORN,CHPE,14
JORN,CHPE,15
JORN,CHPE,16
JORN,CHPE,17
JORN,CHPE,16
JORN,CHPE,16
JORN,CHPE,15
JORN,CHPE,17
JORN,CHPE,16
JORN,CHPE,14
JORN,CHPE,17
JORN,CHPE,NA
JORN,CHPE,17
JORN,DIME,42
JORN,DIME,46
JORN,DIME,45.5
JORN,DIME,45.5
JORN,DIME,43.5
JORN,DIME,38
JORN,DIME,45
JORN,DIME,43
JORN,DIME,39
JORN,DIME,41
JORN,DIME,51
JORN,DIME,50
JORN,DIME,46
JORN,DIME,45
JORN,DIME,38
JORN,DIOR,53
JORN,DIOR,32
JORN,DIOR,47
JORN,DIOR,55
JORN,DIOR,49
JORN,DIOR,53
JORN,DIOR,46.5
JORN,DIOR,47
JORN,DIOR,55
JORN,DIOR,51
JORN,DIOR,52.5
JORN,DIOR,53
JORN,DIOR,51.5
JORN,DIOR,56
JORN,PEFL,6
JORN,PEFL,6
JORN,PEFL,7
JORN,PEFL,6
JORN,PEFL,NA
JORN,PEFL,7
JORN,PEFL,7
JORN,PEFL,6
JORN,PEFL,9
JORN,PEFL,7
JORN,SIHI,82
JORN,SIHI,110
JORN,CHPE,15
JORN,CHPE,16
JORN,CHPE,16
JORN,CHPE,16
JORN,CHPE,15
JORN,CHPE,17
JORN,CHPE,15
JORN,CHPE,14
JORN,CHPE,15.5
JORN,CHPE,NA
JORN,CHPE,14
JORN,CHPE,19
JORN,CHPE,17
JORN,CHPE,15
JORN,CHPE,14
JORN,CHPE,14
JORN,CHPE,16
JORN,CHPE,15.5
JORN,CHPE,16
JORN,CHPE,17.5
JORN,CHPE,12.5
JORN,CHPE,20
JORN,CHPE,22
JORN,CHPE,17
JORN,CHPE,16
JORN,CHPE,15
JORN,CHPE,13
JORN,CHPE,15
JORN,CHPE,9
JORN,CHPE,17
JORN,CHPE,19
JORN,CHPE,10.5
JORN,CHPE,8
JORN,CHPE,16
JORN,CHPE,18
JORN,CHPE,15.5
JORN,CHPE,16
JORN,CHPE,15
JORN,CHPE,9
JORN,CHPE,17
JORN,CHPE,NA
JORN,CHPE,16
JORN,CHPE,17
JORN,CHPE,17
JORN,CHPE,16
JORN,CHPE,16
JORN,CHPE,81.5
JORN,CHPE,15.5
JORN,CHPE,15
JORN,CHPE,17
JORN,CHPE,15
JORN,CHPE,13
JORN,CHPE,14
JORN,CHPE,15
JORN,CHPE,16
JORN,DIME,29
JORN,DIME,43.5
JORN,DIME,46
JORN,DIME,46
JORN,DIME,42
JORN,DIME,44
JORN,DIME,28
JORN,DIME,38
JORN,DIME,48
JORN,DIME,41.5
JORN,DIME,45
JORN,DIME,42
JORN,DIME,40.5
JORN,DIME,45
JORN,DIME,26
JORN,DIME,40.5
JORN,DIME,54
JORN,DIME,50
JORN,DIME,43
JORN,DIME,46.5
JORN,DIME,44
JORN,DIME,43
JORN,DIME,45
JORN,DIME,47
JORN,DIME,47
JORN,DIOR,44
JORN,DIOR,51.5
JORN,DIOR,NA
JORN,DIOR,57
JORN,DIOR,44.5
JORN,DIOR,55
JORN,DIOR,45
JORN,DIOR,39
JORN,DIOR,30
JORN,DIOR,56
JORN,DIOR,63
JORN,DIOR,46.5
JORN,DIOR,52
JORN,DIOR,53
JORN,DIOR,62
JORN,DIOR,53
JORN,DIOR,58
JORN,DIOR,40
JORN,DIOR,62
JORN,DISP,142.5
JORN,DISP,137.5
JORN,DISP,137.5
JORN,DISP,97.5
JORN,DISP,105
JORN,DISP,120
JORN,DISP,95
JORN,DISP,130
JORN,MUMU,13
JORN,NEMI,143
JORN,ONAR,16
JORN,ONAR,16
JORN,ONAR,NA
JORN,ONAR,NA
JORN,ONAR,33
JORN,ONAR,26.5
JORN,ONAR,NA
JORN,ONAR,26
JORN,ONAR,34
JORN,ONLE,23
JORN,ONLE,43
JORN,ONLE,34.5
JORN,ONLE,34
JORN,ONLE,30.5
JORN,ONLE,30
JORN,ONLE,21
JORN,ONLE,32
JORN,ONLE,30
JORN,PEFA,21
JORN,PEFA,7
JORN,PEFA,7
JORN,PEFA,7
JORN,PEFA,6
JORN,PEFA,6
JORN,PEFA,7
JORN,PEFL,7
JORN,PEFL,6
JORN,PEFL,7
JORN,PEFL,NA
JORN,PEFL,7
JORN,PEFL,8
JORN,PEFL,NA
JORN,PEFL,8
JORN,PEFL,7
JORN,PEFL,7
JORN,PEFL,6.5
JORN,PEFL,6.5
JORN,PEFL,7
JORN,PEFL,6
JORN,PEFL,8
JORN,PEFL,7
JORN,PEFL,6
JORN,PEFL,7.5
JORN,PEFL,7
JORN,PEFL,7
JORN,PEFL,7
JORN,PEFL,18
JORN,PEFL,7
JORN,SIHI,170
JORN,SIHI,115
JORN,SIHI,35.5
JORN,SIHI,275
JORN,SIHI,125
JORN,SIHI,45
JORN,SIHI,100
JORN,SIHI,185
JORN,SIHI,45
JORN,CHPE,18
JORN,CHPE,17
JORN,CHPE,18.5
JORN,CHPE,17
JORN,CHPE,16
JORN,CHPE,18
JORN,CHPE,16
JORN,CHPE,16
JORN,CHPE,16.5
JORN,CHPE,15
JORN,CHPE,14
JORN,CHPE,15
JORN,CHPE,18
JORN,CHPE,17
JORN,CHPE,18
JORN,CHPE,17
JORN,CHPE,18.5
JORN,CHPE,18
JORN,CHPE,17
JORN,CHPE,16
JORN,CHPE,11
JORN,CHPE,16
JORN,CHPE,16
JORN,CHPE,17.5
JORN,CHPE,16
JORN,CHPE,15
JORN,CHPE,17.5
JORN,CHPE,10
JORN,CHPE,17
JORN,CHPE,17
JORN,CHPE,17
JORN,CHPE,16.5
JORN,CHPE,17
JORN,CHPE,10
JORN,CHPE,17
JORN,CHPE,16.5
JORN,CHPE,16
JORN,CHPE,16
JORN,CHPE,7
JORN,CHPE,16.5
JORN,CHPE,17
JORN,CHPE,17
JORN,CHPE,17
JORN,CHPE,17.5
JORN,CHPE,16.5
JORN,DIME,40
JORN,DIME,39
JORN,DIME,46
JORN,DIME,46
JORN,DIME,49
JORN,DIME,45.5
JORN,DIME,45
JORN,DIME,46
JORN,DIME,43.5
JORN,DIME,42
JORN,DIME,41
JORN,DIME,38
JORN,DIME,44
JORN,DIME,44.5
JORN,DIME,44.5
JORN,DIME,44
JORN,DIME,49.5
JORN,DIME,41
JORN,DIME,45
JORN,DIME,47
JORN,DIME,47
JORN,DIME,48
JORN,DIME,33
JORN,DIME,39
JORN,DIME,42.5
JORN,DIME,35
JORN,DIME,30
JORN,DIOR,53.5
JORN,DIOR,44
JORN,DIOR,47
JORN,DIOR,50
JORN,DIOR,51
JORN,DIOR,46
JORN,DIOR,45.5
JORN,DIOR,51
JORN,DIOR,57
JORN,DIOR,54
JORN,DIOR,50
JORN,DIOR,53
JORN,DIOR,56
JORN,DIOR,48
JORN,DIOR,49
JORN,DIOR,40
JORN,DIOR,40
JORN,DIOR,60
JORN,DIOR,40
JORN,DIOR,37.5
JORN,DIOR,52
JORN,DIOR,55.5
JORN,DIOR,37
JORN,DIOR,57
JORN,DIOR,48
JORN,DIOR,50
JORN,DIOR,61
JORN,DIOR,51
JORN,DISP,110
JORN,DISP,115
JORN,MUMU,11
JORN,NEMI,235
JORN,ONLE,38
JORN,ONLE,NA
JORN,ONLE,26.5
JORN,ONLE,23
JORN,ONLE,36
JORN,ONLE,30.5
JORN,ONLE,38
JORN,ONLE,NA
JORN,PEFL,8
JORN,PEFL,8
JORN,PEFL,7
JORN,PEFL,7
JORN,PEFL,6
JORN,PEFL,7
JORN,PEFL,9
JORN,PEFL,8
JORN,PEFL,7
JORN,PELE,12.5
JORN,SIHI,185
JORN,SIHI,50
JORN,CHPE,16
JORN,CHPE,15
JORN,CHPE,16
JORN,CHPE,17
